0.242315	0.174006	1.000000
0.558185	0.673198	-1.000000
0.204749	-0.158136	1.000000
-0.295555	0.004389	1.000000
-0.675433	0.658912	-1.000000
0.096462	0.584864	-1.000000
-0.078878	-0.641842	-1.000000
-0.657408	-0.572224	-1.000000
-0.777680	0.597786	-1.000000
-0.058274	-0.451822	1.000000
0.071946	0.134236	1.000000
0.441063	-0.364994	-1.000000
0.277530	0.584138	-1.000000
0.444476	0.833058	-1.000000
0.169902	0.661253	-1.000000
0.241878	0.065269	1.000000
-0.278609	0.668192	-1.000000
0.010741	-0.067248	1.000000
-0.060158	-0.073260	1.000000
-0.355767	-0.904034	-1.000000
0.798491	-0.029277	-1.000000
-0.161029	-0.589083	-1.000000
0.461737	0.878849	-1.000000
-0.455716	0.271540	-1.000000
0.528674	-0.074807	-1.000000
0.344673	-0.857878	-1.000000
0.001664	-0.045092	1.000000
0.108164	0.336051	1.000000
0.021304	-0.005329	1.000000
0.361834	-0.045647	1.000000
-0.508722	0.491674	-1.000000
0.466960	-0.180379	-1.000000
0.147725	-0.229721	1.000000
-0.006813	0.004106	1.000000
0.637904	-0.526322	-1.000000
-0.307713	-0.266081	1.000000
-0.051054	0.038973	1.000000
-0.547687	0.615753	-1.000000
-0.246367	-0.619739	-1.000000
-0.302862	0.383402	1.000000
0.508424	-0.456269	-1.000000
-0.568922	-0.408277	-1.000000
-0.100647	0.023801	1.000000
-0.396363	0.710773	-1.000000
0.580810	-0.456885	-1.000000
0.139670	0.032661	1.000000
0.324569	-0.463629	-1.000000
-0.644416	0.662373	-1.000000
-0.475721	-0.272316	-1.000000
0.316245	-0.283736	1.000000
-0.776037	0.129873	-1.000000
-0.060821	-0.176351	1.000000
0.109124	-0.418644	1.000000
0.290865	-0.002804	1.000000
-0.719957	0.172029	-1.000000
-0.195071	-0.772161	-1.000000
0.209659	0.662387	-1.000000
0.343365	0.677733	-1.000000
0.792206	0.153253	-1.000000
0.004986	0.026887	1.000000
-0.136097	-0.653264	-1.000000
0.174691	-0.151690	1.000000
0.157363	-0.104390	1.000000
0.004659	0.012402	1.000000
0.912596	-0.291785	-1.000000
-0.040713	-0.673450	-1.000000
-0.206867	0.848470	-1.000000
0.169113	0.067208	1.000000
0.717146	-0.160364	-1.000000
-0.425233	-0.828162	-1.000000
-0.281101	0.818852	-1.000000
-0.977547	-0.155360	-1.000000
0.010646	0.031839	1.000000
-0.489069	0.366096	-1.000000
0.215619	-0.569010	-1.000000
0.439509	-0.838281	-1.000000
-0.052676	0.470665	1.000000
-0.427173	0.802417	-1.000000
-0.012744	-0.044731	1.000000
0.074698	0.180204	1.000000
0.139511	0.002181	1.000000
-0.157259	0.470996	1.000000
0.675058	-0.562034	-1.000000
-0.657805	-0.033144	-1.000000
0.239324	0.720535	-1.000000
-0.484544	-0.494574	-1.000000
0.925206	0.355636	-1.000000
0.337075	-0.096066	1.000000
-0.355506	-0.333469	1.000000
-0.566382	0.731787	-1.000000
0.611928	-0.134991	-1.000000
-0.283560	-0.551145	-1.000000
0.287301	0.248030	1.000000
0.085779	0.649745	-1.000000
-0.011535	0.033349	1.000000
-0.322014	0.454143	-1.000000
0.460205	-0.749800	-1.000000
0.091663	0.166933	1.000000
0.400510	-0.102577	1.000000
0.044182	-0.022903	1.000000
